whiskyId,name,description,whiskyImg,whiskyLink,distillery,countryRegion,type,age,abv,bottler
12019,Bulleit   10 Years,,https://www.whisky.com/fileadmin/_processed_/8/8/xcsm_Bulleit_1_be37b3e907.jpg.pagespeed.ic.sipy_k1ggY.jpg,https://www.whisky.com/whisky-database/details/bulleit-aged-10-years.html,Four Roses,"USA,Kentucky",Bourbon,10 Years,45.60%,Original bottling
12059,Glen Els       Künstlercollection IV | PX Sherry Cask Matured | gently woodsmoked,,https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/x0_dd4896_GlenElsKuenstlerEditionRaw.jpg.pagespeed.ic.-XWEBqQR0W.jpg,https://www.whisky.com/whisky-database/details/glen-els-kuenstlercollection-iv-px-sherry-cask-matured-gently-woodsmoked.html,Hammerschmiede (Elsburn/Glen Els),Germany,Single Malt Whisky,secret,45.90%,Original bottling
12188,3 Years     Breckenridge Bourbon Whiskey,,https://www.whisky.com/fileadmin/_processed_/3/0/csm_0_c359e4_breckenridge_bourbon_1024x1024_aaae5b0f7b.jpg,https://www.whisky.com/whisky-database/details/noch-nicht-vorhanden-breckenridge-bourbon-whiskey.html,unknown,,Bourbon,3 Years,43%,Original bottling
12190,Suntory       The Chita,"These days, the launch of a new Japanese whisky is very good news for all lovers and people who haven't tasted it yet. Suntory just released a brand new single grain called The Chita, the name of the group's grain distillery.These days, the launch of a new Japanese whisky is very good news for all lovers and people who haven't tasted it yet. Suntory just released a brand new single grain called The Chita, the name of the group's grain distillery.",https://www.whisky.com/fileadmin/_processed_/c/c/csm_0_7cc136_sunto0chi_aw_7430f829a2.jpg,https://www.whisky.com/whisky-database/details/suntory-the-chita.html,Chita,Japan,Single Grain Whisky,,43%,Original bottling
12200,Dewars   18 Years     The Vintage,"HIGHLAND SINGLE MALT WHISKIES Aberfeldy | Macduff | Royal Brackla SPEYSIDE SINGLE MALT WHISKIES Craigellachie | Aultmore Blend from old & rare HIGHLAND, SPEYSIDE and LOWLAND Single Malts and GRAIN WHISKIES, each of which is at least 18YEARS OLD. Once combined they are allowed to ""marry"" together in OAK CASK for many months.HIGHLAND SINGLE MALT WHISKIES Aberfeldy | Macduff | Royal Brackla SPEYSIDE SINGLE MALT WHISKIES Craigellachie | Aultmore Blend from old & rare HIGHLAND, SPEYSIDE and LOWLAND Single Malts and GRAIN WHISKIES, each of which is at least 18YEARS OLD. Once combined they are allowed to ""marry"" together in OAK CASK for many months.",https://www.whisky.com/fileadmin/_processed_/7/7/csm_0_dd6f9a_dewar1801_aw_81bec02223.jpg,https://www.whisky.com/whisky-database/details/dewars-the-vintage.html,Blend-Scotch,Scotland,Blended Whisky,18 Years,40%,Original bottling
12260,Michter's       Small Batch Bourbon US*1,,https://www.whisky.com/fileadmin/_processed_/f/b/csm_0_65213f_IMG_20151008_193220_bfaa7c3d40.jpg,https://www.whisky.com/whisky-database/details/michters-small-batch-bourbon-us1.html,Michter's,"USA,Kentucky",Bourbon,L14B89,45.70%,Original bottling
12262,Michter's       Small Batch unblended Amerikan Whiskey US*1,,https://www.whisky.com/fileadmin/_processed_/1/9/csm_0_b5a18c_IMG_20151008_193322_5c6c143821.jpg,https://www.whisky.com/whisky-database/details/michters-small-batch-unblended-amerikan-whiskey-us1.html,Michter's,"USA,Kentucky",other,L14B98,41.70%,Original bottling
12311,Koval       Four Grain,,https://www.whisky.com/fileadmin/_processed_/7/5/csm_0_54b02b_koval00fg_aw_1fe3173fa4.jpg,https://www.whisky.com/whisky-database/details/koval-four-grain.html,Koval,"USA,Illinois",Whiskey,,47%,Original bottling
12936,"Glen Els   5 Years     Casino 2015, Edition NOIR, gently woodsmoked",,https://www.whisky.com/fileadmin/_processed_/7/3/csm_0_4af54b_77_Glen_Els_woodsmoked__Casino_Edition__NOIR__one_of_1000_ef94a54d4f.jpg,https://www.whisky.com/whisky-database/details/glen-els-casino-2015-edition-noir-gently-woodsmoked.html,Hammerschmiede (Elsburn/Glen Els),Germany,Single Malt Whisky,5 Years,45.90%,Original bottling
12937,"Glen Els   5 Years   - 2010   MALAGA Quarter Cask Release, woodsmoked, exclusive for WiW",,https://www.whisky.com/fileadmin/_processed_/c/c/csm_0_7de593_76_Glen_Els_woodsmoked_Malaga__5y__excl.bttld4_WiW_4203e37dfb.jpg,https://www.whisky.com/whisky-database/details/glen-els-malaga-quarter-cask-release-woodsmoked-exclusive-for-wiw.html,Hammerschmiede (Elsburn/Glen Els),Germany,Single Malt Whisky,5 Years,51.30%,Original bottling
13657,Glenglassaugh     - 1973   The Family Silver,,https://www.whisky.com/fileadmin/_processed_/a/0/csm_0_f7ecd0_1_33813_38416_2dc8716954.jpg,https://www.whisky.com/whisky-database/details/glenglassaugh-the-family-silver-1.html,Glenglassaugh,"Scotland,Highlands",Single Malt Whisky,,40%,Original bottling
14205,Dewars   12 Years,,https://www.whisky.com/fileadmin/_processed_/8/1/xcsm_0_211249_dewar1200_bw_963a32977f.jpg.pagespeed.ic.W5CVGAJ_s5.jpg,https://www.whisky.com/whisky-database/details/dewars-2.html,Blend-Scotch,Scotland,Blended Malt Whisky,12 Years,40%,Original bottling
14377,Lagavulin   8 Years     200th Anniversary Limited Edition,The age of 8 years recalls an important milestone in the history of distillery. Around 1880 the famous whisky journalist Alfred Barnard tasted an 8-year-old Lagavulin during his visit.The age of 8 years recalls an important milestone in the history of distillery. Around 1880 the famous whisky journalist Alfred Barnard tasted an 8-year-old Lagavulin during his visit.,https://www.whisky.com/fileadmin/_processed_/e/f/csm_0_60f890_lagav0800_aw_763d81efd5.jpg,https://www.whisky.com/whisky-database/details/lagavulin-200th-anniversary-limited-edition.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,8 Years,48%,Original bottling
14646,12 Years     Rowan's Creek,,https://www.whisky.com/fileadmin/_processed_/e/f/csm_0_c485a1_Rowan_s_Creek_ae17226e24.jpg,https://www.whisky.com/whisky-database/details/noch-nicht-vorhanden-rowans-creek.html,unknown,,Bourbon,12 Years,50%,Original bottling
15012,Teeling       Single Malt,,https://www.whisky.com/fileadmin/_processed_/7/7/xcsm_0_cb7e8f_teeli0002_aw_cd8f75be95.jpg.pagespeed.ic.wWzx2iT485.jpg,https://www.whisky.com/whisky-database/details/teeling-1.html,Teeling,Ireland,Single Malt Whisky,,46%,Original bottling
15102,Suntory       Hibiki Japanese Harmony Master's Select,The Harmony was filled for a limited edition for the Travel Retail. Yamazaki set the main focus on the note of sherry. The aroma differs significantly from one in the Harmony Bottling. The Harmony was filled for a limited edition for the Travel Retail. Yamazaki set the main focus on the note of sherry. The aroma differs significantly from one in the Harmony Bottling.,https://www.whisky.com/fileadmin/_processed_/5/7/xcsm_0_565672_hibiki-harmony_720x600_b9fe1e315b.jpg.pagespeed.ic.y6CBI_NNx3.jpg,https://www.whisky.com/whisky-database/details/suntory-hibiki-japanese-harmony-1.html,Chita,Japan,Blended Whisky,,43%,Original bottling
15164,Suntory       Toki,"Suntory Whisky Toki™ THE VIVID HARMONY WHERE OLD MEETS NEW Suntory Whisky Toki™ THE VIVID HARMONY WHERE OLD MEETS NEW\n\nSilky with a subtle sweet and spicy finish.\n\nTASTING NOTES:\nColor: clear gold\nNose: basil, green apple, honey \nPalate: grapefruit, green grapes, peppermint, thyme \nFinish: subtly sweet and spicy finish with a hint of vanilla oak, \nwhite pepper and ginger\n\nToki means ""time"" in Japanese. \n\nIt’s a concept rich in meaning the world over, \nbut particularly in Japan where respect for tradition and\nreinvention sparks a powerful creative energy.\nInspired by that interplay, Suntory Whisky Toki™ brings together \nold and new -the House of Suntory's proud heritage and \nits innovative spirit- to create blended Japanese whisky that is both groundbreaking and timeless. …Suntory Whisky Toki™ THE VIVID HARMONY WHERE OLD MEETS NEW Suntory Whisky Toki™ THE VIVID HARMONY WHERE OLD MEETS NEW\n\nSilky with a subtle sweet and spicy finish.\n\nTASTING NOTES:\nColor: clear gold\nNose: basil, green apple, honey \nPalate: grapefruit, green grapes, peppermint, thyme \nFinish: subtly sweet and spicy finish with a hint of vanilla oak, \nwhite pepper and ginger\n\nToki means ""time"" in Japanese. \n\nIt’s a concept rich in meaning the world over, \nbut particularly in Japan where respect for tradition and\nreinvention sparks a powerful creative energy.\nInspired by that interplay, Suntory Whisky Toki™ brings together \nold and new -the House of Suntory's proud heritage and \nits innovative spirit- to create blended Japanese whisky that is both groundbreaking and timeless. …",https://www.whisky.com/fileadmin/_processed_/5/2/xcsm_0_7104f4_Suntory_Whisky_Toki__e480465418.png.pagespeed.ic.94FRx_0753.png,https://www.whisky.com/whisky-database/details/suntory-toki.html,Blend-Japan,Japan,Blended Whisky,,43%,Original bottling
15201,Bulleit,,https://www.whisky.com/fileadmin/_processed_/a/6/csm_0_a4e02b_IMGP1757_Sm_441b9b905b.jpg,https://www.whisky.com/whisky-database/details/bulleit-3.html,Four Roses,"USA,Kentucky",Bourbon,,45%,Original bottling
15291,High West Yippee Ki-Yay,"Blend of two straight rye whiskeys: One is a two year old MGP whiskey that is 95% rye and 5% malted barley. The second is a whiskey (reportedly 16 years old) made at Barton: 53% rye and 37% corn (presumably the remaining 10% is barley). (This is the current composition of High West Double Rye.)\nThis whiskey is aged normally, then barrel finished in two different wine casks: an oak barrel that previously held Vya Vermouth and an oak barrel that previously held Qupé Syrah.Yippee Ki-Yay, indeed!\nBlend of two straight rye whiskeys: One is a two year old MGP whiskey that is 95% rye and 5% malted barley. The second is a whiskey (reportedly 16 years old) made at Barton: 53% rye and 37% corn (presumably the remaining 10% is barley). (This is the current composition of High West Double Rye.)\nThis whiskey is aged normally, then barrel finished in two different wine casks: an oak barrel that previously held Vya Vermouth and an oak barrel that previously held Qupé Syrah.Yippee Ki-Yay, indeed!",https://www.whisky.com/fileadmin/_processed_/2/4/xcsm_0_c38176_High-West-Yippee-Ki-Yay-525x750_15fa556718.jpg.pagespeed.ic.agzvg8HX11.jpg,https://www.whisky.com/whisky-database/details/high-west-yippee-ki-yay.html,Blend-USA,USA,,,46%,Other bottler
15447,Koval       White Rye,,https://www.whisky.com/fileadmin/_processed_/4/d/csm_0_fe3a9c_930631_koval_american-single-grain-whiskey-white-rye-usa-05-l_0001_84789776d4.jpg,https://www.whisky.com/whisky-database/details/koval-white-rye.html,Koval,"USA,Illinois",Single Grain Whiskey,,40%,Original bottling
15538,Bunnahabhain   30 Years   - 1968   The Family Silver,,https://www.whisky.com/fileadmin/_processed_/e/7/csm_0_b304d3_Bunnahabhain-1968-TheFamilySilver_826de175f4.jpg,https://www.whisky.com/whisky-database/details/bunnahabhain-the-family-silver.html,Bunnahabhain,"Scotland,Islay",Single Malt Whisky,30 Years,40%,Original bottling
15620,High West       Rendezvous Rye,"A blend of straight rye whiskeys: a 6-year-old from the MGP Distillery (95% rye, 5% malted barley) and 16-year-old from the Barton Distillery (80% rye, 10% corn, 10% malted barley)A blend of straight rye whiskeys: a 6-year-old from the MGP Distillery (95% rye, 5% malted barley) and 16-year-old from the Barton Distillery (80% rye, 10% corn, 10% malted barley)",https://www.whisky.com/fileadmin/_processed_/4/5/csm_0_fd349a_hwrye_e262a97203.jpg,https://www.whisky.com/whisky-database/details/high-west-rendezvous-rye.html,High West,USA,Rye,,46%,Original bottling
15647,High West       Campfire,"Blend of a 5.5-year-old rye whiskey from MGP (95% rye, 5% malted barley), a 6-year-old bourbon from MGP (75% corn, 21% rye, 4% malted barley), and an 8-year-old peated blended malt Scotch (not from Islay).  \nBlend of a 5.5-year-old rye whiskey from MGP (95% rye, 5% malted barley), a 6-year-old bourbon from MGP (75% corn, 21% rye, 4% malted barley), and an 8-year-old peated blended malt Scotch (not from Islay).",https://www.whisky.com/fileadmin/_processed_/0/1/csm_0_2a9fb1_hw_9b95b1454d.jpg,https://www.whisky.com/whisky-database/details/high-west-campfire.html,High West,USA,Blended Whiskey,,46%,Original bottling
15649,Koval       Lion's Pride Dark Oat,,https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/x0_be31e8_lions_pride_dark_oat.jpg.pagespeed.ic.KEIfRUi0K9.jpg,https://www.whisky.com/whisky-database/details/koval-lions-pride-dark-oat.html,Koval,"USA,Illinois",other,,40%,Original bottling
15795,High West Son of Bourye,"Blend of a bourbon from MGP (75% corn, 20% rye, 5% malted barley) and a rye whiskey from MGP (95% rye, 5% malted barley), both of which are at least 5 years old.Blend of a bourbon from MGP (75% corn, 20% rye, 5% malted barley) and a rye whiskey from MGP (95% rye, 5% malted barley), both of which are at least 5 years old.",https://www.whisky.com/fileadmin/_processed_/5/f/xcsm_0_a5e1a5_High_20West_20Son_20of_20Bourye_3481040e46.jpg.pagespeed.ic.rad9lIWpBk.jpg,https://www.whisky.com/whisky-database/details/high-west-son-of-bourye.html,Blend-Scotch,Scotland,,,46%,Other bottler
15901,Teeling       Small Batch Rum Finish,,https://www.whisky.com/fileadmin/_processed_/8/f/csm_0_2dd2b8_teeli0016_aw_4d09eb281c.jpg,https://www.whisky.com/whisky-database/details/teeling-small-batch-rum-finish.html,Teeling,Ireland,Single Malt Whisky,,46%,Original bottling
16002,Teeling       Trinity Pack,,https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/x0_1d69cb_image_MINISOTEE_1.jpg.pagespeed.ic.a2K_y0weUx.jpg,https://www.whisky.com/whisky-database/details/teeling-trinity-pack.html,Teeling,Ireland,Single Malt Whiskey,,46%,Original bottling
16228,Benromach       3er Set Peat Smoke + 10 Year Old + Organic 60cl 3 x 0.2 lt.,,https://www.whisky.com/fileadmin/_processed_/0/d/csm_0_8272f2_sets_brm1_8325bd333a.jpg,https://www.whisky.com/whisky-database/details/benromach-peat-smoke-3er-set-10-year-old-organic-60cl-3-x-02-lt.html,Benromach,"Scotland,Speyside",Single Malt Whisky,,44%,Original bottling
16896,Michter's       US*1 Single Barrel Straight Rye Sample,,https://www.whisky.com/fileadmin/_processed_/e/c/csm_0_ae4f88_pm_brbon_mic5_f032efe13b.jpg,https://www.whisky.com/whisky-database/details/michters-us1-single-barrel-straight-rye-sample.html,Michter's,"USA,Kentucky",Rye,,42.40%,Original bottling
16898,Michter's       US*1 Unblended American Whiskey Sample,,https://www.whisky.com/fileadmin/_processed_/5/a/csm_0_b5b46d_pm_brbon_mic7_8c84d1ded9.jpg,https://www.whisky.com/whisky-database/details/michters-us1-unblended-american-whiskey-sample.html,Michter's,"USA,Kentucky",other,,41.70%,Original bottling
16907,Eagle Rare   10 Years     Single Barrel Sample,,https://www.whisky.com/fileadmin/_processed_/5/5/csm_0_163b0c_pm_brbon_eag7_96b823e6be.jpg,https://www.whisky.com/whisky-database/details/eagle-rare-single-barrel-sample.html,unknown,,Bourbon,10 Years,45%,Original bottling
17114,Glen Grant   12 Years     Sample,,https://www.whisky.com/fileadmin/_processed_/d/e/csm_0_37b377_pm_ggtob.12yov4_142e61218e.jpg,https://www.whisky.com/whisky-database/details/glen-grant-year-old-sample.html,Glen Grant,"Scotland,Speyside",Single Malt Whisky,12 Years,43%,Original bottling
17506,Russell's Reserve       10 Year Old Sample,,https://www.whisky.com/fileadmin/_processed_/7/b/csm_0_335cba_pm_brbon_wil18_ba7edcec38.jpg,https://www.whisky.com/whisky-database/details/wild-turkey-russells-reserve-10-year-old-sample.html,Wild Turkey,"USA,Kentucky",Bourbon,,45%,Original bottling
17512,Glen Els   5 Years   - 2011   Gently Woodsmoked Amarone Casks SE,,https://www.whisky.com/fileadmin/_processed_/d/a/xcsm_0_02cac6_gels00fa0_aw_c58fbe5b38.jpg.pagespeed.ic.yrF5yB0vtO.jpg,https://www.whisky.com/whisky-database/details/glen-els-gently-woodsmoked-amarone-casks-se.html,Hammerschmiede (Elsburn/Glen Els),Germany,Single Malt Whisky,5 Years,50.80%,Original bottling
17513,Glen Els   5 Years   - 2011   Gently Woodsmoked Rivesaltes Casks SE,,https://www.whisky.com/fileadmin/_processed_/9/e/xcsm_0_c40c94_gels00fr0_aw_b9f124c5d0.jpg.pagespeed.ic.IN6tPmWwdE.jpg,https://www.whisky.com/whisky-database/details/glen-els-gently-woodsmoked-rivesaltes-casks-se.html,Hammerschmiede (Elsburn/Glen Els),Germany,Single Malt Whisky,5 Years,49.90%,Original bottling
17606,Bulleit       95 Rye Sample,,https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/x0_4f0843_marshalls-bourbon-whiskey-3cl-sample.jpg.pagespeed.ic.vuwHUuksFk.jpg,https://www.whisky.com/whisky-database/details/bulleit-95-rye.html,Four Roses,"USA,Kentucky",Rye,,45%,Original bottling
17717,Old Ballantruan       10 Year Old Sample,,https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/x0_d53d48_marshalls-bourbon-whiskey-3cl-sample.jpg.pagespeed.ic.vuwHUuksFk.jpg,https://www.whisky.com/whisky-database/details/old-ballantruan-10-year-old-sample.html,Tomintoul,"Scotland,Speyside",Single Malt Whisky,,50%,Original bottling
17722,The Dublin Liberties 10 Year Old Copper Alley Sample,,https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/x0_a3ef22_marshalls-bourbon-whiskey-3cl-sample.jpg.pagespeed.ic.vuwHUuksFk.jpg,https://www.whisky.com/whisky-database/details/the-dublin-liberties-10-year-old-copper-alley-sample.html,Blend,,,,46%,Original bottling
17754,High West American Prairie Reserve Sample,,https://www.whisky.com/fileadmin/_processed_/5/3/csm_0_e04745_pm_brbon_hig6_59c833ba52.jpg,https://www.whisky.com/whisky-database/details/high-west-american-prairie-reserve-sample.html,unknown,,Bourbon,,46%,Original bottling
17755,High West Campfire Sample,,https://www.whisky.com/fileadmin/_processed_/0/b/csm_0_bf21ff_pm_brbon_hig5_2fb96ebad5.jpg,https://www.whisky.com/whisky-database/details/high-west-campfire-sample.html,Blend,,,,46%,Original bottling
17952,Dunville's       10 Year Old Sample PX,,https://www.whisky.com/fileadmin/_processed_/6/c/csm_0_d54708_pm_irish_ech1_799c1d1707.jpg,https://www.whisky.com/whisky-database/details/dunvilles-10-year-old-sample-px.html,Echlinville,Ireland,Single Malt Whisky,,46%,Original bottling
18191,High West Double Rye,,https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/x0_bb3ba2_marshalls-bourbon-whiskey-3cl-sample.jpg.pagespeed.ic.vuwHUuksFk.jpg,https://www.whisky.com/whisky-database/details/high-west-double-rye-1.html,Blend,,,,46%,Original bottling
18463,"Nikka       Coffey Grain ""Woody & Mellow""",,https://www.whisky.com/fileadmin/_processed_/6/4/csm_0_c5cd31_nikka_woody___mellow_edb163687e.jpg,https://www.whisky.com/whisky-database/details/nikka-woody-mellow.html,Miyagikyo (Nikka),Japan,Single Grain Whisky,,55%,Original bottling
18598,Bulleit   10 Years     Bourbon,,https://www.whisky.com/fileadmin/_processed_/c/5/csm_0_2683f2_bulle1000_aw_c8f4e60f33.jpg,https://www.whisky.com/whisky-database/details/bulleit-bourbon.html,Four Roses,"USA,Kentucky",Kentucky Straight Bourbon,10 Years,45.60%,Original bottling
19014,Lagavulin     - 2001   Distillers Edition,"This bottling of Lagavulin is part of the Distillers Edition of Classic Malts of Scotland. The Single Malt finished for a minimum of three months in Pedro Ximenez Sherry cask. The strong, dry and maritime character of Lagavulin is complemented with rich, sweet aromas from a Pedro Ximenez cask.This bottling of Lagavulin is part of the Distillers Edition of Classic Malts of Scotland. The Single Malt finished for a minimum of three months in Pedro Ximenez Sherry cask. The strong, dry and maritime character of Lagavulin is complemented with rich, sweet aromas from a Pedro Ximenez cask.",https://www.whisky.com/fileadmin/_processed_/7/0/csm_0_936244_image_LAGAV0017_1_ab9cd5b5db.jpg,https://www.whisky.com/whisky-database/details/lagavulin-distillers-edition-24.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,,43%,Original bottling
19087,High West Double Rye Barrel Select Quady Port,"Limited Release Barrel Select version of the Double Rye.\nAdditionally matured for 2 years and 6 month in Quady Port Barrels specifically for Ace Spirits.\n\nA blend of straight Rye whiskeys:\n2 year old 95% rye, 5% barley malt from MGP\n16 year old 53% rye, 37% corn, 10% barley malt from Barton Distillery.Limited Release Barrel Select version of the Double Rye.\nAdditionally matured for 2 years and 6 month in Quady Port Barrels specifically for Ace Spirits.\n\nA blend of straight Rye whiskeys:\n2 year old 95% rye, 5% barley malt from MGP\n16 year old 53% rye, 37% corn, 10% barley malt from Barton Distillery.",https://www.whisky.com/fileadmin/_processed_/a/a/csm_0_f404be_high_west_3bac66fd67.jpg,https://www.whisky.com/whisky-database/details/high-west-double-rye-barrel-select-quady-port.html,Blend-USA,USA,,2395,55.40%,Other bottler
19098,Aberfeldy   12 Years     in Metallbox,"The Aberfeldy distillery was founded in 1892 by the Dewar family. Even today the biggest part of the production is used in the Dewar's Blend. Because of its pleasant aroma, the Aberfeldy is also available as original bottling. This bottle comes in a metal box, which is designed like a gold bar.The Aberfeldy distillery was founded in 1892 by the Dewar family. Even today the biggest part of the production is used in the Dewar's Blend. Because of its pleasant aroma, the Aberfeldy is also available as original bottling. This bottle comes in a metal box, which is designed like a gold bar.",https://www.whisky.com/fileadmin/_processed_/1/a/xcsm_0_3df6ec_image_ABERF12GM_1_2310f02de3.jpg.pagespeed.ic.mfIbZQjrmi.jpg,https://www.whisky.com/whisky-database/details/aberfeldy-in-metallbox.html,Aberfeldy,"Scotland,Highlands",Single Malt Whisky,12 Years,40%,Original bottling
19306,Suntory       Hibiki Japanese Harmony,,https://www.whisky.com/fileadmin/_processed_/2/6/xcsm_0_76062d_spirits-suntory-hibiki-whisky-harmony_75d5560ffd.jpg.pagespeed.ic.VYbfVAJLdt.jpg,https://www.whisky.com/whisky-database/details/suntory-hibiki-japanese-harmony-2.html,Yamazaki,Japan,Blended Whisky,,43%,Original bottling
19379,Lagavulin   8 Years,,https://www.whisky.com/fileadmin/_processed_/1/0/csm_0_eb8e57_image_LAGAV0802_1_343a1174a8.jpg,https://www.whisky.com/whisky-database/details/lagavulin-27.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,8 Years,48%,Original bottling
20470,Aberfeldy   12 Years,"The Aberfeldy distillery was founded in 1892 by the Dewar family. So even today most of the production is used for the Blend Dewar's. Due to its pleasant aroma, the Aberfeldy is also available as original bottling.The Aberfeldy distillery was founded in 1892 by the Dewar family. So even today most of the production is used for the Blend Dewar's. Due to its pleasant aroma, the Aberfeldy is also available as original bottling.",https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/x0_b22ca4_Aberfeldy_12.jpg.pagespeed.ic.j1JVcaXnjU.jpg,https://www.whisky.com/whisky-database/details/dewars-5.html,Aberfeldy,"Scotland,Highlands",Single Malt Whisky,12 Years,40%,Original bottling
20771,High West Rendezvous Rye Sample,,https://www.whisky.com/fileadmin/_processed_/5/7/csm_0_df6fe4_pm_brbon_hig3_40c144b9dc.jpg,https://www.whisky.com/whisky-database/details/high-west-rendezvous-rye-sample.html,unknown,,Rye,,46%,Original bottling
21628,Glenallachie   10 Years   - 2007,,https://www.whisky.com/fileadmin/_processed_/e/b/csm_0_05783e_glenallachie_10_adelphi_9d8da249f5.jpg,https://www.whisky.com/whisky-database/details/glenallachie-50.html,GlenAllachie,"Scotland,Speyside",Single Malt Whisky,10 Years\n				\n					900828,64.70%,Adelphi
23191,Bushmills       Three Woods 16 Jahre Neu WB :108861 vs. Alt WB:17450,,https://www.whisky.com/fileadmin/_processed_/4/a/xcsm_0_0105f5_IMG_1896_02a1363e7a.jpg.pagespeed.ic.fuN7sQtY80.jpg,https://www.whisky.com/whisky-database/details/bushmills-three-woods-16-jahre.html,Bushmills,Ireland,Single Malt Whiskey,,40%,Original bottling
23394,Lagavulin   9 Years     House Lannister- Game of Thrones,"This Game of Thrones House Lannister is a first-class Single Malt of the Lagavulin distillery, which matured in first-fill Bourbon casks for nine years, in which it developed its splendid golden colour. The fantastic Islay Whisky shows in its aroma and taste the typical sweet notes of vanilla, marshmallow and caramelised banana, combined with a light salt note and a hint of mint. This Game of Thrones House Lannister is a first-class Single Malt of the Lagavulin distillery, which matured in first-fill Bourbon casks for nine years, in which it developed its splendid golden colour. The fantastic Islay Whisky shows in its aroma and taste the typical sweet notes of vanilla, marshmallow and caramelised banana, combined with a light salt note and a hint of mint.",https://www.whisky.com/fileadmin/_processed_/5/2/xcsm_0_313929_19_0016a_LAG_PRE_Lagavulin_edd6abc66e.jpg.pagespeed.ic.EZKsf8hZaZ.jpg,https://www.whisky.com/whisky-database/details/lagavulin-33.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,9 Years,46%,Original bottling
24024,Glenfarclas   15 Years   - 2001   The Family Casks,,https://www.whisky.com/fileadmin/_processed_/1/f/csm_0_cbbb82_2195_efdf7556e7.jpg,https://www.whisky.com/whisky-database/details/glenfarclas-the-family-casks-4.html,Glenfarclas,"Scotland,Speyside",Single Malt Whiskey,15 Years\n				\n					2132,58.90%,Original bottling
24957,Glenallachie   8 Years     Koval Rye Quarter Cask Wood Finish,,https://www.whisky.com/fileadmin/_processed_/3/a/xcsm_GALLAwood08_891b9b5120.png.pagespeed.ic.V0vdKHAf1P.jpg,https://www.whisky.com/whisky-database/details/glenallachie-koval-rye-quarter-cask-wood-finish-8y-48-07l.html,GlenAllachie,"Scotland,Speyside",Single Malt Whisky,8 Years,48%,Original bottling
25026,Teeling     - 2012   Single Pot Still,,https://www.whisky.com/fileadmin/_processed_/4/4/csm_1563880513_image_TEELI0PS0_1_38b6403f45.jpg,https://www.whisky.com/whisky-database/details/teeling-single-pot-still-2019-46-07l.html,Teeling,Ireland,Single Pot Still Whiskey,,46%,Original bottling
25517,Teeling       Small Batch,"Walter Teeling opened his distillery in Dublin in 1782 and became the driving force behind the Irish whiskey industry. By Brennereisterben in Ireland had to close Teeling. Over 40 years later, the family ventured a fresh start. Since 2015, whiskey is being produced in Dublin again. This small batch whiskey comes from the family stocks of the Teelings and symbolizes the new beginning. He was matured in rum barrels, which give him more complexity.Walter Teeling opened his distillery in Dublin in 1782 and became the driving force behind the Irish whiskey industry. By Brennereisterben in Ireland had to close Teeling. Over 40 years later, the family ventured a fresh start. Since 2015, whiskey is being produced in Dublin again. This small batch whiskey comes from the family stocks of the Teelings and symbolizes the new beginning. He was matured in rum barrels, which give him more complexity.",https://www.whisky.com/fileadmin/_processed_/4/4/csm_1570173312_image_TEELI0019_1_d28415eff3.jpg,https://www.whisky.com/whisky-database/details/teeling-small-batch-2019-46-07l-1.html,Teeling,Ireland,Blended Whiskey,,46%,Original bottling
25957,/ High West Double Rye Whiskey,,https://www.whisky.com/fileadmin/_processed_/0/b/csm_IMG_0841_d72112e6f8.jpg,https://www.whisky.com/whisky-database/details/high-west-double-rye-whiskey.html,unknown,,Blended Whiskey,,46%,Original bottling
25980,Rowan´s Creek,,https://www.whisky.com/fileadmin/_processed_/d/1/csm_Rowan__s_Creek_01_32fdacba29.jpg,https://www.whisky.com/whisky-database/details/rowans-creek-1.html,unknown,,Kentucky Straight Bourbon,,50%,Original bottling
25981,Breckenridge Colorado Bourbon Whiskey / Special Release,,https://www.whisky.com/fileadmin/_processed_/2/7/csm_Breckenridge_Colorado_2e82104ad3.jpg,https://www.whisky.com/whisky-database/details/breckenridge-colorado-bourbon-whiskey-special-release.html,unknown,,Bourbon,,43%,Original bottling
27294,Tenjaku,,https://www.whisky.com/fileadmin/_processed_/d/6/csm_IMG_20200314_212837_4713981538.jpg,https://www.whisky.com/whisky-database/details/tenjaku.html,Blend-Japan,Japan,Blended Malt Whisky,,40%,Other bottler
